,Released:,2007,2007,2009,2005,2006,1999,2006,2013,2006,2005,2007,2008,2011,2003,2007,2000,2001,2009,around 2005,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,1977,1987,Unclear
,Updated:,2014,2014,2014,2014,2014,2014,2013,2014,2013,2014,2014,2014,2014,2014,2013,2008,2007,2014,2012,Unclear,2012,2012,2008,2013,2011,2012,2014,2014,2014,Unclear
,Status (alive (changes within past 18 months) dead (last changes older than 18 months)):,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Dead,Dead,Alive,Dead,Unclear,Alive,Alive,Dead,Alive,Dead,Alive,Alive,Alive,Alive,Unclear
,License:,GPL-2,GPL-3,GPL-2|GPL-3,GPL-2|GPL-3,GPL-2|GPL-3,GPL-2|GPL-3,GPL-2,GPL-2|GPL-3,GPL-2|GPL-3,GPL-2|GPL-3,GPL-2|GPL-3,AGPL (¡Ý 3) + file LICENSE,GPL-2|GPL-3,GPL-2|GPL-3,GPL-2|GPL-3,BSD License,Open source,GNU General Public License version 3 or higher,Copyrighted?,Copyrighted?,GPLv3,GPLv3,Unclear,Unclear,Unclear,Unclear,Freeware,Trial,Trial,Trial
,Platforms:,"Windows, Linux, Mac OS","Windows, Mac OS, Linux","Windows, Linux, Mac OS","Windows, Linux, Mac OS","Windows, Linux, Mac OS","Windows, Linux, Mac OS","Windows, Linux, Mac OS","Windows, Linux, Mac OS","Windows, Linux, Mac OS","Windows, Linux, Mac OS","Windows, Linux, Mac OS","Windows, Linux, Mac OS","Windows, Linux, Mac OS","Windows, Linux, Mac OS","Windows, Linux, Mac OS","Windows, Linux, Mac OS","Windows, Linux, Mac","Windows, Linux, Mac OS","Windows, MacOS",Windows,Windows,Windows,Windows,Windows,Windows,Windows,Windows,Windows,Windows,Windows
,"Category (concept, private or public):",Public,Public,Public,Public,Public,Public,Public,Public,Public,Public,Public,Public,Public,Public,Public,Public,Public,Public,Public,Public,Public,Public,Public,Public,Public,Public,Public,Public,Public,Public
,Dev. Model:,Open Source,Open Source,Open Source,Open Source,Open Source,Open Source,Open Source,Open Source,Open Source,Open Source,Open Source,Open Source,Open Source,Open Source,Open Source,Open Source,Open Source,Freeware,Freeware,Freeware,Open Source,Open Source,Freeware,Freeware,Freeware,Freeware,Freeware,Commerical,Commerical,Commerical
,Publications using the software:,No,No,No,No,No,cite by several papers,cite by several papers,No,No,No,No,No,cite by several papers,cite by several papers,cite by several papers,No,No,No,1 textbook,"Brooks, G. P., Johanson, G. A., Lewis, M., & Kyei-Blankson, L. (2003, April). Using the Test Analysis Program in introductory measurement courses. Paper discussion presented at the meeting of the American Educational Research Association, Chicago, IL.",Unclear,Unclear,No,cited by several paper,cited by several paper,cited by several paper,Unclear,Unclear,Unclear,Unclear
,Publications about the software:,http://cran.r-project.org/web/packages/eRm/vignettes/eRm.pdf,No,No,No,No,No,http://cran.r-project.org/web/packages/VGAM/vignettes/categoricalVGAM.pdf,No,No,http://www.jstatsoft.org/v17/i05/,http://www.jstatsoft.org/v31/i05/,http://cran.r-project.org/web/packages/FAiR/vignettes/FAiR.pdf,http://www.jstatsoft.org/v48/i02/,http://cran.r-project.org/web/packages/lme4/vignettes/PLSvGLS.pdf && http://cran.r-project.org/web/packages/lme4/vignettes/Theory.pdf,http://www.jstatsoft.org/v20/i11/ && http://www.jstatsoft.org/v48/i05/,http://www.b-a-h.com/papers/paper9701.html && http://www.b-a-h.com/papers/note9801.html,No,No,No,"Brooks, G. P., & Johanson, G. A. (2003). Test Analysis Program. Applied Psychological Measurement, 27, 305-306. ",Unclear,Unclear,"Liang,T., Han, K. T., & Hambleton, R.K. (2009). ResidPlots-2: Computer software for IRT graphical residual analyses. Applied Psychological Measurement, 33(5), 411-412.  &&  Liang, T., Han, K. T, & Hambleton, R. K. (2008). User¡¯s guide for ResidPlots-2: Computer software for IRT graphical residual analyses, Version 2.0 (Center for Educational Assessment Research Report No. 688).  Amherst, MA: University of Massachusetts, Center for Educational Assessment.",No,No,No,Unclear,A lot,A lot,Unclear
,Is source code available:,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No
,Programming language(s):,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,C++,C++,Java,Java,Unclear,Fortran,Fortran,Unclear,Unclear,Unclear,PowerBasic ,Unclear,Unclear,Unclear,C++
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Getting to Know the Software Package (All),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1. Create a virtual machine. Make shell script to provision box.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SOFTWARE ENGINEERING QUALITIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Installability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Install the software on the virtual machine, record all steps and answers the following questions:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Are there installation instructions?,Yes,Yes,"Not for the software, but a general instruction for the whole CRAN community","Not for the software, but a general instruction for the whole CRAN community","Not for the software, but a general instruction for the whole CRAN community","Not for the software, but a general instruction for the whole CRAN community","Not for the software, but a general instruction for the whole CRAN community",Yes,"Not for the software, but a general instruction for the whole CRAN community","Not for the software, but a general instruction for the whole CRAN community",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes
2,Are the installation instructions linear? (Vnode was not linear.),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Not applicable,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Not applicable,Not applicable,Not applicable,Yes,Yes,Yes
3,"Is there something in place to automate the installation (makefile, script, installer, etc.)?",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
4,"Is there a means given to validate the installation, such as a standard suite of test cases?",No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,"Yes, but result is only given by running same test data with another software",No,No,No,No
5,How many steps were involved in the installation?,2,4,2,2,2,2,2,2,2,2,2,3,2,2,2,4,1,1,1,1,5,5,1,2,2,1,2,1,1,1
6,How many software packages (libraries) need to be installed?,1,4,1,2,4,1,4,7,3,3,5,7,13,16,1,2,0,0,1,1,1,1,1,2,2,1,2,1,1,1
7,"Run uninstall, if available.  Were any obvious problems caused?",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,not applicable,Not applicable,No,No,No,No,No,No,No,No,No,No,No,No,No
,Overall impression (/10):,8,8,8,8,8,8,8,9,8,8,9,9,10,9,9,7,5,9,10,9,9,9,5,9,5,8,6,9,9,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Correctness and Verifiability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Are standard libraries (in which the community has confidence) used?,"Yes(Cran, details are on the web page)","Yes(Cran, details are on the web page)","Yes(Cran, details are on the web page)","Yes(Cran, details are on the web page)","Yes(Cran, details are on the web page)","Yes(Cran, details are on the web page)","Yes(Cran, details are on the web page)","Yes(Cran, details are on the web page)","Yes(Cran, details are on the web page)","Yes(Cran, details are on the web page)","Yes(Cran, details are on the web page)","Yes(Cran, details are on the web page)","Yes(Cran, details are on the web page)","Yes(Cran, details are on the web page)","Yes(Cran, details are on the web page)","Yes (Uncmin++, Simple C++ Numerical Toolkit (SCPPNT))",No,Yes(http://www.itemanalysis.com/source-code.php),Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear
2,Any reference to the requirements specifications of the program? (How do you judge correctness without a spec?),Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3,"What evidence is presented to build confidence (literate programming, automated testing, symbolic execution, model checking, assertions used in the code ¡­)?  Please list",Manual http://cran.r-project.org/web/packages/eRm/eRm.pdf,Manual http://cran.r-project.org/web/packages/psych/psych.pdf,Manual http://cran.r-project.org/web/packages/mixRasch/mixRasch.pdf,Manual http://cran.r-project.org/web/packages/irr/irr.pdf,Manual http://cran.r-project.org/web/packages/nFactors/nFactors.pdf,Manual http://cran.r-project.org/web/packages/coda/coda.pdf,Manual http://cran.r-project.org/web/packages/VGAM/VGAM.pdf,Manual http://cran.r-project.org/web/packages/TAM/TAM.pdf,Manual http://cran.r-project.org/web/packages/psychometric/psychometric.pdf,Manual http://cran.r-project.org/web/packages/ltm/ltm.pdf,Manual http://cran.r-project.org/web/packages/anacor/anacor.pdf,Manual http://cran.r-project.org/web/packages/FAiR/FAiR.pdf,Manual http://cran.r-project.org/web/packages/lavaan/lavaan.pdf,Manual http://cran.r-project.org/web/packages/lme4/lme4.pdf,Manual http://cran.r-project.org/web/packages/mokken/mokken.pdf,No,No,No,test case,No,No,No,No,No,No,No,No,No,No,No
4,"If there is a standard example given, does the output match the expected output?",Yes,Yes,Yes(but there is no expected output in the document),Yes(but there is no expected output in the document),Yes(but there is no expected output in the document),Yes(but there is no expected output in the document),Yes(but there is no expected output in the document),Yes,Yes(but there is no expected output in the document),"Mostly yes, but a few floating point number different",Yes(but there is no expected output in the document),Yes(but there is no expected output in the document),Yes,Yes(but there is no expected output in the document),Yes,"Yes, but no standard result",Yes,"Yes(but there are several column didn't show in expected output, the result is not from the lates version)","Yes,but the output is not clear",Yes(but there is no expected output in the document),Yes(but there is no expected output in the document),No,Example data is not given,Yes(but there is no expected output in the document),Yes,Yes(but there is no expected output in the document),Yes(but there is no expected output in the document),Yes,Yes,Yes
,Overall impression (/10):,10,10,7,8,7,9,9,8,8,8,9,9,10,9,8,5,5,5,6,4,4,1,1.5,4,5,4,4,5,5,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,(Surface) Reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Did the software ""break"" during installation?  If yes, please provide some brief details.","Yes, only when install under linux (package doesn't fit R's version)","Yes (During install.packages(list(c(""GPArotation"",""mvtnorm"",""MASS""))",No,No,No,No,No,No,No,No,"Yes,when installing directly from repos(lack of package), but there is no problem if download manually","Yes, the given url of one package is a dead link",No,No,No,No,Yes  (Makefile:20: recipe for target 'test' failed) ,"Yes, during installing on windows with installer, showed java.io.FileNotFoundException: C:\Documents and Settings\Administrator access denied",No,No,No,No,No,No,No,No,No,No,No,No
2,"Did the software ""break"" during the initial tutorial testing?  If yes, please provide some brief details.",No,No,No,No,No,No,No,No,No,No,No,"Yes, the install instruction over looked one necessary package",No,No,No,Unclear,No,No,No,No,No,Unclear,Unclear,"No,but the tutorial interface is not exactly the same with the software.",No,No,No,No,No,No
,Overall impression (/10):,8,7,10,10,10,10,10,10,10,10,8,6,10,10,10,5,7,7,10,10,10,5,5,8,10,10,10,10,10,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,(Surface) Robustness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Does the software handle garbage (as opposed to bad or malicious) input reasonably?  (a reasonable response can include an appropriate error message),Yes,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Yes,Unclear,Yes,Yes,Yes,Yes,Unclear,Yes,Yes,No,Yes,Yes,Yes,Unclear,Yes,"No,if read data from wrong directory there will be an error","No, when filename contains chinese there will be a problem",Yes,No,Yes,Yes
2,"Can the software gracefully handle a change of the format of text input files where the end of line follows a different convention?  For instance, if all new lines are replaced with new lines and carriage returns, will the software handle this gracefully?",Not applicable,No applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,Yes,Not applicable
,Overall impression (/10):,9,9,9,8,8,8,8,10,9,9,8,9,9,9,9,8,6,10,5,9,9,9,5,9,8,5,10,4,10,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,(Surface) Performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Evidence that performance was considered? (for instance does the makefile (or other source) show evidence of a profiler),Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear
,Overall impression (/10):,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,(Surface) Usability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Use the program to do something simple, record all steps and answer the following questions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Is there a getting started tutorial?,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes
2,Is there a standard example that is explained?,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"No, but there are example programs",Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
3,Is there a user manual?,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
4,"Does the application have the usual ""look and feel"" for the platform it is on?",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes
5,When interacting with the software were there any instances of lack of visibility (as defined by Norman's principle)?,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
6,"Are expected user characteristics documented (education, background)?",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No
7,What is the user support model? FAQ? User forum? E-mail address to direct questions? Etc.,Forum and Email,Email,Email,Email,Email,Email,Email,Email,Email,"Email,FAQ",Forum and Email,Email,"Email, discussion group",Email,Email,Email,Email,"Email, FAQ, tech support","Email, FAQ",Email,"Email, discuss group","Email, discuss group",Email,"Email,survey",Email,No support,Email,"Email,feedback, forum","Email,feedback, forum",Email
,Overall impression (/10):,7,7,6,6,6,6,6,7,6,7,7,7,8,6,9,3,3,9,9,9,8,3,6,9,9,3,9,8,8,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Maintainability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Is there a history of multiple versions of the software?,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No
2,"Is there any information given on how code is reviewed, or how to contribute?",Yes,Only how the program is checked,Only how the program is checked,Only how the program is checked,Only how the program is checked,Only how the program is checked,Only how the program is checked,Only how the program is checked,Only how the program is checked,Only how the program is checked,Yes,Only how the program is checked,Yes,Yes,Only how the program is checked,No,No,No,No,No,"Yes, only how to contribute","Yes, only how to contribute",No,No,No,No,No,No,No,No
3,Is there a change log?,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No
4,What is the most common type of maintenance? Corrective/Adaptive or Perfective?,Corrective,"Corrective, Perfective",Unclear,Unclear,Unclear,Corrective and Perfective,Corrective and Perfective,Corrective and Perfective,Unclear,Corrective and Perfective,Unclear,Corrective and Perfective,Corrective and Perfective,Corrective and Perfective,Unclear,Unclear,Perfective,Corrective and Perfective,Corrective and Perfective,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Corrective and Perfective,Corrective and Perfective,Unclear
5,What issue tracking tool is employed?,Tracker,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Tracker,Unclear,Github,Github,No,No,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear
6,Are the majority of identified bugs fixed?,Yes,Yes,Unclear,Unclear,Unclear,Yes,Yes,Yes,Unclear,Yes,Yes(but showed 0 bugs),Yes,Yes,Yes,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear
7,"Which concurrent versioning system is in use (git, svn, mercurial, none, etc.)",SVN,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,SVN,Unclear,Github,Github,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear
8,Is there convincing evidence that maintainability was considered in the design?,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unclear,Unclear,Unclear,No,No,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear
9,Are there code clones? (worth investigating where feasible),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unclear,Unclear,Unclear,No,No,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear
,Overall impression (/10):,10,8,5,5,5,8,8,8,5,8,8,8,10,10,5,5,7,4,4,2,3,3,1,1,1,1,1,4,4,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Reusability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Are any portions of the software used by another package? ,"Yes(Not have to, but suggested)",Yes,Unclear,Yes,Yes,Yes,Yes,Yes but only 1,Yes but only 1,Yes,No,No,Yes,Yes,"Yes, but only one",No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
